id,symbol,timeframe,pattern_type,entry_price,sl_price,tp2_price,current_sl,status,direction,created_at,updated_at,telegram_message_id,tp1_price,tp3_price,initial_sl,position_size,partial_closed,be_activated,trailing_activated,exit_type,pnl_r,pnl_percent,atr_15m,atr_h4,dist_to_dir_h1_zone_atr,dist_to_dir_h4_zone_atr,free_path_r,arrival_pattern,mfe_r,mae_r,time_to_tp1_min,time_to_tp2_min,time_to_tp3_min,time_to_sl_min,time_to_be_min,first_touch,clearance_15m,clearance_1h,r_available,zone_test_count_24h,veto_reason,sl_buffer_atr15,pattern_score,pattern_score_factors,swing_extreme_price,sl_buffer_atr,round_number_adjusted,min_distance_from_zone,tp1_limited_by_zone,tp2_limited_by_zone,tp3_limited_by_zone,nearest_resistance_distance_r,actual_rr_tp1,actual_rr_tp2,actual_rr_tp3,dynamic_min_rr,dynamic_min_rr_adjustments,dynamic_min_rr_reasoning,trend_alignment,multi_tf_alignment,atr_volatility,rr_validation_passed,rr_validation_message,confluence_score,confluence_details,partial_close_p1,partial_close_p2,partial_close_p3,strategy_profile
47,DYDXUSDT,15m,ppr_sell,0.29500000,0.30022704,0.28454593,0.30022704,SL_HIT,SHORT,2025-10-31 19:00:17.785599,2025-10-31 19:35:04.736,2114,0.28454593,0.28454593,0.30022704,100.00,100.00,f,f,SL_HIT,-1.0000,-1.7719,0.00409012,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
82,PORT3USDT,15m,fakey_buy,0.04332000,0.04226975,0.04542051,0.04226975,SL_HIT,LONG,2025-11-01 23:00:12.664894,2025-11-02 00:16:02.928,2184,0.04542051,0.04542051,0.04226975,100.00,100.00,f,f,SL_HIT,-1.0000,-2.4244,0.00090084,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
133,MANAUSDT,15m,pinbar_sell,0.21650000,0.21885450,0.21179100,0.21885450,SL_HIT,SHORT,2025-11-03 07:45:13.157608,2025-11-03 09:09:01.643,2295,0.21179100,0.21179100,0.21885450,100.00,100.00,f,f,SL_HIT,-1.0000,-1.0875,0.00184833,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
48,1000SATSUSDT,15m,pinbar_buy,0.00002220,0.00002194,0.00002271,0.00002194,SL_HIT,LONG,2025-11-01 00:30:17.795025,2025-11-01 02:10:03.565,2118,0.00002271,0.00002271,0.00002194,100.00,100.00,f,f,SL_HIT,-1.0000,-1.1712,0.00000019,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
132,SOPHUSDT,15m,pinbar_sell,0.02428200,0.02454928,0.02374744,0.02454928,SL_HIT,SHORT,2025-11-03 07:45:11.691973,2025-11-03 08:59:02.954,2294,0.02374744,0.02374744,0.02454928,100.00,100.00,f,f,SL_HIT,-1.0000,-1.1007,0.00018759,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
139,WALUSDT,15m,pinbar_sell,0.21560000,0.21834072,0.21011855,0.21834072,SL_HIT,SHORT,2025-11-03 07:45:19.089288,2025-11-03 08:12:05.886,2301,0.21011855,0.21011855,0.21834072,100.00,100.00,f,f,SL_HIT,-1.0000,-1.2712,0.00213574,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
59,ASTERUSDT,15m,pinbar_buy,1.00240000,0.99055193,1.02609613,0.99055193,SL_HIT,LONG,2025-11-01 05:15:18.372064,2025-11-01 06:25:04.132,2136,1.02609613,1.02609613,0.99055193,100.00,100.00,f,f,SL_HIT,-1.0000,-1.1820,0.00982689,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
56,TRUMPUSDT,15m,pinbar_buy,8.33200000,8.26634664,8.46330672,8.26634664,SL_HIT,LONG,2025-11-01 04:30:13.398071,2025-11-01 04:42:04.856,2132,8.46330672,8.46330672,8.26634664,100.00,100.00,f,f,SL_HIT,-1.0000,-0.7880,0.08217786,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
62,APRUSDT,15m,fakey_buy,0.33382000,0.32311245,0.35309359,0.32311245,SL_HIT,LONG,2025-11-01 07:15:14.277508,2025-11-01 14:14:02.428,2145,0.35309359,0.35309359,0.32311245,100.00,100.00,f,f,SL_HIT,-1.0000,-3.2076,0.00562516,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,1.80,1.80,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
55,MERLUSDT,15m,fakey_sell,0.32428000,0.32629995,0.32024011,0.32629995,SL_HIT,SHORT,2025-11-01 03:45:12.765816,2025-11-01 05:21:03.841,2131,0.32024011,0.32024011,0.32629995,100.00,100.00,f,f,SL_HIT,-1.0000,-0.6229,0.00206649,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
75,YBUSDT,15m,fakey_sell,0.54980000,0.55969152,0.53001696,0.55969152,SL_HIT,SHORT,2025-11-01 13:45:17.074071,2025-11-01 16:46:04.332,2170,0.53001696,0.53001696,0.55969152,100.00,100.00,f,f,SL_HIT,-1.0000,-1.7991,0.00630507,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
57,ARBUSDT,15m,pinbar_buy,0.29840000,0.29662178,0.30195643,0.29662178,SL_HIT,LONG,2025-11-01 04:45:17.930961,2025-11-01 05:49:03.859,2134,0.30195643,0.30195643,0.29662178,100.00,100.00,f,f,SL_HIT,-1.0000,-0.5959,0.00159405,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
58,SAPIENUSDT,15m,pinbar_buy,0.17182000,0.16671963,0.18202075,0.16671963,SL_HIT,LONG,2025-11-01 05:15:16.53985,2025-11-01 06:01:03.885,2135,0.18202075,0.18202075,0.16671963,100.00,100.00,f,f,SL_HIT,-1.0000,-2.9684,0.00470124,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
52,VETUSDT,1h,pinbar_sell,0.01563200,0.01614282,0.01461036,0.01614282,SL_HIT,SHORT,2025-11-01 02:00:15.026215,2025-11-01 08:01:01.984,2125,0.01512118,0.01409954,0.01614282,100.00,100.00,f,f,SL_HIT,-1.0000,-3.2678,0.00051082,0.00045529,999.0000,11.6279,10.0000,chop,,,,,,,,,999.00000000,999.00000000,1760106.20,0,none,2.5000,50.00,,0.01563300,2.50,f,,f,f,f,10.36,1.00,2.00,3.00,0.80,"{""trend"": -0.1, ""multi_tf"": -0.1, ""volatility"": 0, ""pattern_score"": -0.1, ""zone_freshness"": -0.2}","Base 1.2 (-0.1 pattern, -0.2 fresh, -0.1 trend, -0.1 multiTF) = 0.80",with,t,normal,t,TP1 R:R 1.00 >= 0.80 ✅,6,"{""atKeyZone"": false, ""zoneFresh"": false, ""rAvailable"": true, ""volumeSpike"": false, ""trendAligned"": true, ""cleanRejection"": true, ""patternQuality"": true, ""multiTFconfluence"": true}",50.00,30.00,20.00,BALANCED
63,LQTYUSDT,15m,fakey_sell,0.58270000,0.58876258,0.57057485,0.58876258,SL_HIT,SHORT,2025-11-01 07:45:16.912614,2025-11-01 08:04:03.84,2148,0.57057485,0.57057485,0.58876258,100.00,100.00,f,f,SL_HIT,-1.0000,-1.0404,0.00420859,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
68,SHELLUSDT,15m,pinbar_buy,0.11700000,0.11460468,0.12179064,0.11460468,SL_HIT,LONG,2025-11-01 08:30:11.713467,2025-11-01 09:46:02.905,2156,0.12179064,0.12179064,0.11460468,100.00,100.00,f,f,SL_HIT,-1.0000,-2.0473,0.00165106,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
67,1000PEPEUSDT,15m,fakey_buy,0.00662850,0.00652778,0.00682995,0.00652778,SL_HIT,LONG,2025-11-01 08:00:18.908067,2025-11-02 16:14:01.468,2152,0.00682995,0.00682995,0.00652778,100.00,100.00,f,f,SL_HIT,-1.0000,-1.5195,0.00002941,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
64,BARDUSDT,15m,fakey_buy,0.66990000,0.66653212,0.67663576,0.66653212,SL_HIT,LONG,2025-11-01 08:00:11.284614,2025-11-01 12:58:03.809,2149,0.67663576,0.67663576,0.66653212,100.00,100.00,f,f,SL_HIT,-1.0000,-0.5027,0.00289293,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
74,MAVIAUSDT,15m,pinbar_sell,0.10249000,0.10426682,0.09893637,0.10426682,SL_HIT,SHORT,2025-11-01 12:45:17.583973,2025-11-01 13:33:08.021,2166,0.09893637,0.09893637,0.10426682,100.00,100.00,f,f,SL_HIT,-1.0000,-1.7337,0.00108939,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
60,ATHUSDT,15m,pinbar_buy,0.02829000,0.02761668,0.02963665,0.02761668,SL_HIT,LONG,2025-11-01 05:30:11.445311,2025-11-01 14:11:02.929,2138,0.02963665,0.02963665,0.02761668,100.00,100.00,f,f,SL_HIT,-1.0000,-2.3801,0.00031108,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
78,KAITOUSDT,15m,pinbar_sell,1.03930000,1.04608848,1.02572305,1.04608848,SL_HIT,SHORT,2025-11-01 19:00:15.465022,2025-11-01 22:55:04.84,2178,1.02572305,1.02572305,1.04608848,100.00,100.00,f,f,SL_HIT,-1.0000,-0.6532,0.00762825,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
79,JELLYJELLYUSDT,15m,pinbar_sell,0.05998000,0.06248835,0.05546496,0.06248835,SL_HIT,SHORT,2025-11-01 19:15:16.813197,2025-11-01 23:08:05.23,2179,0.05546496,0.05546496,0.06248835,100.00,100.00,f,f,SL_HIT,-1.0000,-4.1820,0.00306118,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,1.80,1.80,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
77,HUSDT,15m,pinbar_sell,0.24084000,0.24868331,0.22672204,0.24868331,SL_HIT,SHORT,2025-11-01 18:45:15.576812,2025-11-02 00:05:05.993,2177,0.22672204,0.22672204,0.24868331,100.00,100.00,f,f,SL_HIT,-1.0000,-3.2566,0.00601103,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,1.80,1.80,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
70,LINEAUSDT,15m,fakey_buy,0.01459000,0.01360339,0.01636590,0.01360339,SL_HIT,LONG,2025-11-01 11:45:13.78979,2025-11-02 03:07:04.291,2161,0.01636590,0.01636590,0.01360339,100.00,100.00,f,f,SL_HIT,-1.0000,-6.7622,0.00022204,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,1.80,1.80,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
89,WALUSDT,15m,fakey_sell,0.22720000,0.22931405,0.22297189,0.22931405,SL_HIT,SHORT,2025-11-02 03:45:15.863963,2025-11-02 04:47:03.853,2201,0.22297189,0.22297189,0.22931405,100.00,100.00,f,f,SL_HIT,-1.0000,-0.9305,0.00104684,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
93,DOTUSDT,15m,pinbar_buy,2.99200000,2.98143558,3.01312885,2.98143558,SL_HIT,LONG,2025-11-02 09:00:11.395366,2025-11-02 10:20:03.434,2215,3.01312885,3.01312885,2.98143558,100.00,100.00,f,f,SL_HIT,-1.0000,-0.3531,0.01188141,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
91,XPLUSDT,15m,pinbar_sell,0.29710000,0.29908875,0.29312250,0.29908875,SL_HIT,SHORT,2025-11-02 07:00:11.700221,2025-11-02 07:54:03.362,2208,0.29312250,0.29312250,0.29908875,100.00,100.00,f,f,SL_HIT,-1.0000,-0.6694,0.00229583,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
92,RVVUSDT,15m,pinbar_sell,0.00846800,0.00892806,0.00763989,0.00892806,SL_HIT,SHORT,2025-11-02 07:30:13.762041,2025-11-02 08:26:03.347,2209,0.00763989,0.00763989,0.00892806,100.00,100.00,f,f,SL_HIT,-1.0000,-5.4329,0.00017020,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,1.80,1.80,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
90,CAKEUSDT,15m,fakey_buy,2.56140000,2.54199020,2.60021961,2.54199020,SL_HIT,LONG,2025-11-02 06:30:14.078387,2025-11-02 08:35:03.05,2207,2.60021961,2.60021961,2.54199020,100.00,100.00,f,f,SL_HIT,-1.0000,-0.7578,0.01103268,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
95,JUPUSDT,15m,pinbar_buy,0.41460000,0.41259672,0.41860657,0.41259672,SL_HIT,LONG,2025-11-02 09:00:13.50762,2025-11-02 09:34:03.383,2217,0.41860657,0.41860657,0.41259672,100.00,100.00,f,f,SL_HIT,-1.0000,-0.4832,0.00201095,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
94,OPUSDT,15m,pinbar_buy,0.42460000,0.42181816,0.43016368,0.42181816,SL_HIT,LONG,2025-11-02 09:00:11.401955,2025-11-02 10:06:02.948,2214,0.43016368,0.43016368,0.42181816,100.00,100.00,f,f,SL_HIT,-1.0000,-0.6552,0.00227280,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
113,1000FLOKIUSDT,15m,pinbar_sell,0.06832000,0.06868611,0.06758778,0.06868611,SL_HIT,SHORT,2025-11-02 21:15:15.612036,2025-11-02 21:51:05.074,2247,0.06758778,0.06758778,0.06868611,100.00,100.00,f,f,SL_HIT,-1.0000,-0.5359,0.00038703,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
98,HUSDT,15m,pinbar_sell,0.24206000,0.24567182,0.23483637,0.24567182,SL_HIT,SHORT,2025-11-02 10:15:12.664652,2025-11-02 13:06:02.436,2222,0.23483637,0.23483637,0.24567182,100.00,100.00,f,f,SL_HIT,-1.0000,-1.4921,0.00287272,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
101,BLUAIUSDT,15m,pinbar_sell,0.02040000,0.02059829,0.02000343,0.02059829,SL_HIT,SHORT,2025-11-02 13:00:16.280904,2025-11-02 13:07:03.388,2227,0.02000343,0.02000343,0.02059829,100.00,100.00,f,f,SL_HIT,-1.0000,-0.9720,0.00029429,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
102,OGUSDT,15m,pinbar_buy,12.32500000,12.18618814,12.60262372,12.18618814,SL_HIT,LONG,2025-11-02 13:00:19.273616,2025-11-02 13:31:02.901,2228,12.60262372,12.60262372,12.18618814,100.00,100.00,f,f,SL_HIT,-1.0000,-1.1263,0.12603954,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
103,ZKUSDT,15m,fakey_buy,0.06874000,0.06440163,0.07654906,0.06440163,SL_HIT,LONG,2025-11-02 13:30:15.211439,2025-11-02 14:35:02.478,2232,0.07654906,0.07654906,0.06440163,100.00,100.00,f,f,SL_HIT,-1.0000,-6.3113,0.00316122,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,1.80,1.80,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
111,DOGEUSDT,15m,pinbar_sell,0.18334000,0.18387510,0.18226981,0.18387510,SL_HIT,SHORT,2025-11-02 21:15:14.567948,2025-11-02 21:39:05.736,2245,0.18226981,0.18226981,0.18387510,100.00,100.00,f,f,SL_HIT,-1.0000,-0.2919,0.00061699,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
115,ALGOUSDT,15m,pinbar_sell,0.17470000,0.17555036,0.17299929,0.17555036,SL_HIT,SHORT,2025-11-02 21:15:16.647396,2025-11-02 21:48:05.919,2249,0.17299929,0.17299929,0.17555036,100.00,100.00,f,f,SL_HIT,-1.0000,-0.4868,0.00083452,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
110,PNUTUSDT,15m,pinbar_sell,0.12538000,0.12598369,0.12417262,0.12598369,SL_HIT,SHORT,2025-11-02 21:15:14.080792,2025-11-02 21:51:03.014,2244,0.12417262,0.12417262,0.12598369,100.00,100.00,f,f,SL_HIT,-1.0000,-0.4815,0.00064564,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
108,STBLUSDT,15m,pinbar_sell,0.08740000,0.08839724,0.08540552,0.08839724,SL_HIT,SHORT,2025-11-02 21:00:13.51747,2025-11-02 21:20:05.553,2242,0.08540552,0.08540552,0.08839724,100.00,100.00,f,f,SL_HIT,-1.0000,-1.1410,0.00112414,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
109,SPXUSDT,15m,pinbar_sell,0.84630000,0.85284254,0.83321492,0.85284254,SL_HIT,SHORT,2025-11-02 21:15:13.511008,2025-11-02 22:14:04.344,2243,0.83321492,0.83321492,0.85284254,100.00,100.00,f,f,SL_HIT,-1.0000,-0.7731,0.00680846,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
118,API3USDT,15m,pinbar_sell,0.65880000,0.66158203,0.65323594,0.66158203,SL_HIT,SHORT,2025-11-02 22:00:12.406632,2025-11-02 23:03:03.42,2260,0.65323594,0.65323594,0.66158203,100.00,100.00,f,f,SL_HIT,-1.0000,-0.4223,0.00260676,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
176,JASMYUSDT,15m,pinbar_sell,0.00934600,0.00945020,0.00913759,0.00945020,SL_HIT,SHORT,2025-11-03 13:45:13.646634,2025-11-03 14:08:10.611,2363,0.00913759,0.00913759,0.00945020,100.00,100.00,f,f,SL_HIT,-1.0000,-1.1149,0.00007734,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
143,ARUSDT,15m,pinbar_sell,3.89600000,3.94837689,3.79124622,3.94837689,SL_HIT,SHORT,2025-11-03 07:45:27.458651,2025-11-03 07:57:08.568,2305,3.79124622,3.79124622,3.94837689,100.00,100.00,f,f,SL_HIT,-1.0000,-1.3444,0.04125630,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
142,DOTUSDT,15m,pinbar_sell,2.76100000,2.78924594,2.70450811,2.78924594,SL_HIT,SHORT,2025-11-03 07:45:20.29887,2025-11-03 09:06:07.724,2303,2.70450811,2.70450811,2.78924594,100.00,100.00,f,f,SL_HIT,-1.0000,-1.0230,0.02415314,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
137,PENGUUSDT,15m,pinbar_sell,0.01634500,0.01659085,0.01585330,0.01659085,SL_HIT,SHORT,2025-11-03 07:45:15.302743,2025-11-03 09:08:05.636,2299,0.01585330,0.01585330,0.01659085,100.00,100.00,f,f,SL_HIT,-1.0000,-1.5041,0.00018284,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
138,DOGEUSDT,15m,pinbar_sell,0.17328000,0.17486915,0.17010170,0.17486915,SL_HIT,SHORT,2025-11-03 07:45:18.914613,2025-11-03 09:08:06.417,2300,0.17010170,0.17010170,0.17486915,100.00,100.00,f,f,SL_HIT,-1.0000,-0.9171,0.00133050,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
164,AXSUSDT,15m,pinbar_sell,1.33000000,1.34411672,1.30176656,1.34411672,SL_HIT,SHORT,2025-11-03 11:30:20.69603,2025-11-03 13:38:09.976,2342,1.30176656,1.30176656,1.34411672,100.00,100.00,f,f,SL_HIT,-1.0000,-1.0614,0.01372241,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
159,GALAUSDT,15m,pinbar_sell,0.00951000,0.00961261,0.00930479,0.00961261,SL_HIT,SHORT,2025-11-03 11:30:13.785548,2025-11-03 14:07:08.7,2337,0.00930479,0.00930479,0.00961261,100.00,100.00,f,f,SL_HIT,-1.0000,-1.0790,0.00010869,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
163,NEIROUSDT,15m,pinbar_sell,0.00016830,0.00017029,0.00016433,0.00017029,SL_HIT,SHORT,2025-11-03 11:30:18.515429,2025-11-03 12:22:12.811,2341,0.00016433,0.00016433,0.00017029,100.00,100.00,f,f,SL_HIT,-1.0000,-1.1824,0.00000195,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
169,APTUSDT,15m,fakey_sell,3.10160000,3.12989718,3.04500564,3.12989718,SL_HIT,SHORT,2025-11-03 12:00:16.662777,2025-11-03 12:22:14.887,2347,3.04500564,3.04500564,3.12989718,100.00,100.00,f,f,SL_HIT,-1.0000,-0.9123,0.02699059,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
160,METUSDT,15m,pinbar_sell,0.36070000,0.36528772,0.35152456,0.36528772,SL_HIT,SHORT,2025-11-03 11:30:14.772236,2025-11-03 12:27:10.965,2338,0.35152456,0.35152456,0.36528772,100.00,100.00,f,f,SL_HIT,-1.0000,-1.2719,0.00495906,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
107,TAOUSDT,1h,pinbar_buy,483.05000000,450.97607143,547.19785714,450.97607143,SL_HIT,LONG,2025-11-02 17:00:14.066218,2025-11-03 15:31:02.999,2240,515.12392857,579.27178571,450.97607143,100.00,100.00,f,f,SL_HIT,-1.0000,-6.6399,32.07392857,26.17571429,999.0000,999.0000,10.0000,impulse_down,,,,,,,,,999.00000000,999.00000000,28.00,0,none,2.5000,50.00,,485.94000000,2.50,f,,f,f,f,999.00,1.00,2.00,3.00,0.80,"{""trend"": 0, ""multi_tf"": -0.1, ""volatility"": 0, ""pattern_score"": -0.1, ""zone_freshness"": -0.2}","Base 1.2 (-0.1 pattern, -0.2 fresh, -0.1 multiTF) = 0.80",neutral,t,normal,t,TP1 R:R 1.00 >= 0.80 ✅,6,"{""atKeyZone"": false, ""zoneFresh"": false, ""rAvailable"": true, ""volumeSpike"": true, ""trendAligned"": false, ""cleanRejection"": true, ""patternQuality"": true, ""multiTFconfluence"": true}",50.00,30.00,20.00,BALANCED
202,METUSDT,15m,pinbar_buy,0.38350000,0.36592674,0.41513186,0.36592674,SL_HIT,LONG,2025-11-03 15:45:14.715482,2025-11-03 16:07:01.024,2435,0.41513186,0.41513186,0.36592674,100.00,100.00,f,f,SL_HIT,-1.0000,-4.5823,0.00624418,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80,1.80,1.80,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
207,INJUSDT,15m,pinbar_sell,6.93800000,6.99950704,6.81498591,6.99950704,SL_HIT,SHORT,2025-11-03 17:00:18.303028,2025-11-03 17:19:03.356,2441,6.81498591,6.81498591,6.99950704,100.00,100.00,f,f,SL_HIT,-1.0000,-0.8865,0.10835681,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
204,THETAUSDT,15m,pinbar_sell,0.42510000,0.42974232,0.41581536,0.42974232,SL_HIT,SHORT,2025-11-03 17:00:13.218198,2025-11-03 17:21:01.961,2438,0.41581536,0.41581536,0.42974232,100.00,100.00,f,f,SL_HIT,-1.0000,-1.0921,0.00680773,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
206,TURBOUSDT,15m,pinbar_sell,0.00193450,0.00195593,0.00189163,0.00195593,SL_HIT,SHORT,2025-11-03 17:00:17.363533,2025-11-03 17:21:03.133,2440,0.00189163,0.00189163,0.00195593,100.00,100.00,f,f,SL_HIT,-1.0000,-1.1078,0.00003511,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
208,XAIUSDT,15m,pinbar_sell,0.02160000,0.02195007,0.02089987,0.02195007,SL_HIT,SHORT,2025-11-03 17:00:19.248502,2025-11-03 17:22:01.021,2442,0.02089987,0.02089987,0.02195007,100.00,100.00,f,f,SL_HIT,-1.0000,-1.6207,0.00040022,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,2.00,2.00,,,,,,,,,,,0.00,100.00,0.00,SCALP_15M
