id,symbol,timeframe,direction,pattern_type,entry_price,sl_price,tp1_price,tp2_price,tp3_price,exit_type,status,pnl_r,pnl_percent,context_trend_before,context_was_reversal,context_swing_count_20,context_recent_direction,context_distance_from_ema,pattern_score,trend_alignment,clearance_15m,post_sl_outcome,post_sl_max_favorable_r,post_sl_time_to_tp_min,mfe_r,mae_r,signal_time,time_to_sl_min,atr_15m,free_path_r,clearance_1h,r_available,actual_rr_tp1,actual_rr_tp2,actual_rr_tp3,multi_tf_alignment,confluence_score
279,币安人生USDT,15m,SHORT,pinbar_sell,0.14754000,0.15283616,0.13800690,0.13800690,0.13800690,SL_HIT,SL_HIT,-1.0000,-3.5896,downtrend,t,9,bearish,-0.0781,3.00,with,0.00754000,sideways,0.2039,,0.0000,-1.5332,2025-11-03 23:00:12.590934,96,0.00455388,,,,1.80,1.80,1.80,,
278,BLURUSDT,15m,SHORT,pinbar_sell,0.04191000,0.04234764,0.04103472,0.04103472,0.04103472,SL_HIT,SL_HIT,-1.0000,-1.0442,downtrend,t,11,bullish,-0.4929,5.00,with,,sideways,0.0000,,0.0000,-2.6963,2025-11-03 23:00:12.585603,40,0.00045880,,,,2.00,2.00,2.00,,
277,ENJUSDT,15m,SHORT,pinbar_sell,0.03803000,0.03844887,0.03719227,0.03719227,0.03719227,SL_HIT,SL_HIT,-1.0000,-1.1014,downtrend,f,10,choppy,-0.2230,4.00,with,0.00253000,sideways,0.0000,,0.0000,-3.1275,2025-11-03 23:00:12.57799,39,0.00042955,,,,2.00,2.00,2.00,,
276,BELUSDT,15m,SHORT,pinbar_sell,0.18780000,0.19036591,0.18266818,0.18266818,0.18266818,SL_HIT,SL_HIT,-1.0000,-1.3663,downtrend,t,11,bullish,-0.1470,4.00,with,,sideways,0.0000,,0.0000,-2.4942,2025-11-03 23:00:12.344488,35,0.00255303,,,,2.00,2.00,2.00,,
275,2ZUSDT,15m,SHORT,pinbar_sell,0.15696000,0.15972748,0.15142503,0.15142503,0.15142503,SL_HIT,SL_HIT,-1.0000,-1.7632,downtrend,t,7,bullish,-0.8123,3.00,with,0.00204000,sideways,0.0759,,0.0000,-0.8817,2025-11-03 23:00:11.03162,29,0.00222495,,,,2.00,2.00,2.00,,
274,ETHFIUSDT,15m,SHORT,pinbar_sell,0.85430000,0.86684323,0.82921353,0.82921353,0.82921353,SL_HIT,SL_HIT,-1.0000,-1.4682,downtrend,f,7,choppy,-1.2670,5.00,with,0.02840000,sideways,0.0399,,0.0000,-2.2084,2025-11-03 22:30:15.286238,71,0.01281078,,,,2.00,2.00,2.00,,
273,1000SATSUSDT,15m,SHORT,pinbar_sell,0.00001900,0.00001930,0.00001840,0.00001840,0.00001840,SL_HIT,SL_HIT,-1.0000,-1.5789,downtrend,f,3,choppy,-0.7447,8.00,with,0.00000140,sideways,0.0000,,0.0000,-3.0000,2025-11-03 22:15:17.783748,70,0.00000033,,,,2.00,2.00,2.00,,
272,KDAUSDT,15m,SHORT,pinbar_sell,0.03488000,0.03586483,0.03291034,0.03291034,0.03291034,SL_HIT,SL_HIT,-1.0000,-2.8235,downtrend,t,8,bullish,-0.6286,8.00,with,,sideways,1.9496,,0.5889,-1.5942,2025-11-03 22:15:16.387287,141,0.00104943,,,,2.00,2.00,2.00,,
271,KITEUSDT,15m,SHORT,pinbar_sell,0.07480000,0.07867187,0.06783063,0.06783063,0.06783063,SL_HIT,SL_HIT,-1.0000,-5.1763,downtrend,t,9,bullish,0.0029,4.00,with,0.00820000,reached_tp3,1.8983,235,1.7459,0.0000,2025-11-03 21:45:12.434303,35,0.00390625,,,,1.80,1.80,1.80,,
269,BELUSDT,15m,SHORT,pinbar_sell,0.18610000,0.18942181,0.17945639,0.17945639,0.17945639,SL_HIT,SL_HIT,-1.0000,-1.7850,downtrend,f,9,bearish,-1.1166,5.00,with,,sideways,0.1806,,0.0000,-3.0104,2025-11-03 21:15:16.115631,97,0.00273935,,,,2.00,2.00,2.00,,
268,OPENUSDT,15m,SHORT,pinbar_sell,0.29060000,0.29538181,0.28103638,0.28103638,0.28103638,SL_HIT,SL_HIT,-1.0000,-1.6455,downtrend,f,10,choppy,-1.4893,3.00,with,,sideways,0.0000,,0.0000,-2.4049,2025-11-03 21:15:14.464139,140,0.00393936,,,,2.00,2.00,2.00,,
262,PROVEUSDT,15m,SHORT,pinbar_sell,0.59190000,0.60366552,0.56836896,0.56836896,0.56836896,SL_HIT,SL_HIT,-1.0000,-1.9878,downtrend,t,11,bullish,-1.0749,5.00,with,,sideways,0.3485,,1.8614,-1.0369,2025-11-03 17:30:33.118292,430,0.00921839,,,,2.00,2.00,2.00,,
261,GMTUSDT,15m,SHORT,pinbar_sell,0.02237000,0.02279137,0.02152725,0.02152725,0.02152725,SL_HIT,SL_HIT,-1.0000,-1.8836,downtrend,t,12,bullish,-0.9395,5.00,with,,went_further_against,1.9460,,0.1661,-1.0442,2025-11-03 17:30:33.007623,641,0.00030458,,,,2.00,2.00,2.00,,
256,MANAUSDT,15m,SHORT,pinbar_sell,0.20870000,0.21277041,0.20055918,0.20055918,0.20055918,SL_HIT,SL_HIT,-1.0000,-1.9504,downtrend,t,12,bullish,-1.0516,6.00,with,,sideways,1.1301,,1.7689,-1.0318,2025-11-03 17:30:32.448016,488,0.00290137,,,,2.00,2.00,2.00,,
253,LISTAUSDT,15m,SHORT,pinbar_sell,0.23480000,0.23980325,0.22479349,0.22479349,0.22479349,SL_HIT,SL_HIT,-1.0000,-2.1309,downtrend,f,9,bullish,-1.6535,4.00,with,,sideways,0.4197,,0.0000,-1.9587,2025-11-03 17:30:32.194394,39,0.00401085,,,,2.00,2.00,2.00,,
246,XAIUSDT,15m,SHORT,pinbar_sell,0.02170000,0.02220762,0.02068475,0.02068475,0.02068475,SL_HIT,SL_HIT,-1.0000,-2.3393,downtrend,f,12,bullish,-1.3330,6.00,with,,sideways,1.5169,,0.0000,-0.9653,2025-11-03 17:30:31.239389,28,0.00039208,,,,2.00,2.00,2.00,,
245,API3USDT,15m,SHORT,pinbar_sell,0.62270000,0.63802418,0.59205164,0.59205164,0.59205164,SL_HIT,SL_HIT,-1.0000,-2.4609,downtrend,f,9,choppy,-0.5720,7.00,with,,sideways,1.9968,,0.0000,-0.9658,2025-11-03 17:30:31.173622,594,0.01074727,,,,2.00,2.00,2.00,,
242,AUCTIONUSDT,15m,SHORT,pinbar_sell,6.34700000,6.47836643,6.08426715,6.08426715,6.08426715,SL_HIT,SL_HIT,-1.0000,-2.0697,downtrend,t,8,bullish,-0.3617,6.00,with,,sideways,0.8374,,1.3398,-2.4664,2025-11-03 17:30:30.788792,358,0.09122142,,,,2.00,2.00,2.00,,
241,PNUTUSDT,15m,SHORT,pinbar_sell,0.11153000,0.11414220,0.10630560,0.10630560,0.10630560,SL_HIT,SL_HIT,-1.0000,-2.3422,downtrend,f,10,bullish,-1.5289,6.00,with,,sideways,1.4815,,0.0000,-1.0106,2025-11-03 17:30:30.739043,584,0.00200733,,,,2.00,2.00,2.00,,
239,SUSHIUSDT,15m,SHORT,pinbar_sell,0.45060000,0.46000719,0.43178563,0.43178563,0.43178563,SL_HIT,SL_HIT,-1.0000,-2.0877,downtrend,f,11,choppy,-1.5877,5.00,with,,reached_tp3,2.1260,205,0.0000,-1.0630,2025-11-03 17:30:30.698195,634,0.00702396,,,,2.00,2.00,2.00,,
229,FXSUSDT,15m,SHORT,pinbar_sell,1.22710000,1.25355376,1.17419248,1.17419248,1.17419248,SL_HIT,SL_HIT,-1.0000,-2.1558,downtrend,f,8,choppy,-1.8580,4.00,with,,sideways,0.0000,,0.0000,-1.4402,2025-11-03 17:30:28.542384,232,0.01951253,,,,2.00,2.00,2.00,,
228,ENSOUSDT,15m,SHORT,fakey_sell,1.07200000,1.10989977,1.00378041,1.00378041,1.00378041,SL_HIT,SL_HIT,-1.0000,-3.5354,downtrend,f,8,bearish,-3.5590,3.00,with,,sideways,0.9763,,1.2137,-1.0026,2025-11-03 17:30:28.476132,468,0.02633258,,,,1.80,1.80,1.80,,
223,LTCUSDT,15m,SHORT,pinbar_sell,88.77000000,89.90333069,86.50333863,86.50333863,86.50333863,SL_HIT,SL_HIT,-1.0000,-1.2767,downtrend,f,7,bearish,-1.1872,5.00,with,,reached_tp3,2.3118,195,0.0088,-0.9529,2025-11-03 17:30:23.73808,29,0.97776895,,,,2.00,2.00,2.00,,
215,SCRUSDT,15m,SHORT,pinbar_sell,0.15690000,0.15979567,0.15110865,0.15110865,0.15110865,SL_HIT,SL_HIT,-1.0000,-1.8456,downtrend,t,6,bullish,-0.7920,3.00,with,0.01020000,sideways,0.0000,,0.0000,-2.3483,2025-11-03 17:30:12.249907,8,0.00331891,,,,2.00,2.00,2.00,,
211,PEOPLEUSDT,15m,SHORT,pinbar_sell,0.01008000,0.01031897,0.00960206,0.00960206,0.00960206,SL_HIT,SL_HIT,-1.0000,-2.3707,downtrend,t,8,bullish,-1.6771,6.00,with,,sideways,1.3391,,1.5902,-1.0043,2025-11-03 17:30:11.594912,507,0.00019657,,,,2.00,2.00,2.00,,
208,XAIUSDT,15m,SHORT,pinbar_sell,0.02160000,0.02195007,0.02089987,0.02089987,0.02089987,SL_HIT,SL_HIT,-1.0000,-1.6207,downtrend,f,11,choppy,-2.0046,7.00,with,,sideways,1.9139,,0.0000,-1.5997,2025-11-03 17:00:19.248502,21,0.00040022,,,,2.00,2.00,2.00,,
207,INJUSDT,15m,SHORT,pinbar_sell,6.93800000,6.99950704,6.81498591,6.81498591,6.81498591,SL_HIT,SL_HIT,-1.0000,-0.8865,downtrend,t,7,bullish,-1.5846,4.00,with,,reached_tp3,4.1784,161,1.8209,0.0000,2025-11-03 17:00:18.303028,18,0.10835681,,,,2.00,2.00,2.00,,
206,TURBOUSDT,15m,SHORT,pinbar_sell,0.00193450,0.00195593,0.00189163,0.00189163,0.00189163,SL_HIT,SL_HIT,-1.0000,-1.1078,downtrend,f,9,choppy,-1.3170,5.00,with,,reached_tp3,4.4377,159,1.8479,0.0000,2025-11-03 17:00:17.363533,20,0.00003511,,,,2.00,2.00,2.00,,
205,TRBUSDT,15m,SHORT,pinbar_sell,22.85500000,23.28050531,22.00398938,22.00398938,22.00398938,SL_HIT,SL_HIT,-1.0000,-1.8618,downtrend,f,9,bearish,-1.9875,7.00,with,,reached_tp3,2.2115,203,0.0870,-0.3173,2025-11-03 17:00:13.920135,21,0.46168436,,,,2.00,2.00,2.00,,
204,THETAUSDT,15m,SHORT,pinbar_sell,0.42510000,0.42974232,0.41581536,0.41581536,0.41581536,SL_HIT,SL_HIT,-1.0000,-1.0921,downtrend,t,8,bullish,-2.4390,5.00,with,,reached_tp3,2.6065,204,0.0000,-1.0340,2025-11-03 17:00:13.218198,20,0.00680773,,,,2.00,2.00,2.00,,
203,AEVOUSDT,15m,SHORT,pinbar_sell,0.05160000,0.05228847,0.05022307,0.05022307,0.05022307,SL_HIT,SL_HIT,-1.0000,-1.3342,downtrend,f,9,choppy,-1.1844,6.00,with,,reached_tp3,2.9776,173,0.0000,-1.1620,2025-11-03 17:00:10.983404,21,0.00099489,,,,2.00,2.00,2.00,,
202,METUSDT,15m,LONG,pinbar_buy,0.38350000,0.36592674,0.41513186,0.41513186,0.41513186,SL_HIT,SL_HIT,-1.0000,-4.5823,uptrend,f,9,choppy,1.5690,4.00,with,0.05360000,sideways,0.0000,,0.0000,-1.4681,2025-11-03 15:45:14.715482,21,0.00624418,,,,1.80,1.80,1.80,,
177,BTCDOMUSDT,15m,LONG,pinbar_buy,4451.50000000,4436.36951442,4481.76097116,4481.76097116,4481.76097116,SL_HIT,SL_HIT,-1.0000,-0.3399,uptrend,f,8,choppy,0.1378,8.00,with,,reached_tp3,6.1069,67,5.4129,0.0000,2025-11-03 13:45:18.399138,22,12.10161860,,,,2.00,2.00,2.00,,
176,JASMYUSDT,15m,SHORT,pinbar_sell,0.00934600,0.00945020,0.00913759,0.00913759,0.00913759,SL_HIT,SL_HIT,-1.0000,-1.1149,downtrend,f,9,bearish,-0.1376,5.00,with,,reached_tp3,8.6660,67,2.9750,0.0000,2025-11-03 13:45:13.646634,22,0.00007734,,,,2.00,2.00,2.00,,
172,ARUSDT,15m,SHORT,pinbar_sell,3.91400000,3.96533050,3.81133900,3.81133900,3.81133900,SL_HIT,SL_HIT,-1.0000,-1.3115,downtrend,f,8,choppy,-0.0944,6.00,with,0.32000000,reached_tp3,7.4809,174,0.0000,-2.1430,2025-11-03 12:00:21.067739,20,0.04443501,,,,2.00,2.00,2.00,,
169,APTUSDT,15m,SHORT,fakey_sell,3.10160000,3.12989718,3.04500564,3.04500564,3.04500564,SL_HIT,SL_HIT,-1.0000,-0.9123,downtrend,f,7,bullish,-0.4169,5.00,with,,reached_tp3,12.2662,158,12.1461,0.0000,2025-11-03 12:00:16.662777,21,0.02699059,,,,2.00,2.00,2.00,,
168,POPCATUSDT,15m,SHORT,fakey_sell,0.13350000,0.13565641,0.12918717,0.12918717,0.12918717,SL_HIT,SL_HIT,-1.0000,-1.6153,downtrend,f,6,choppy,-0.8245,4.00,with,,reached_tp3,7.1879,69,4.7765,0.0000,2025-11-03 12:00:15.710379,125,0.00152138,,,,2.00,2.00,2.00,,
164,AXSUSDT,15m,SHORT,pinbar_sell,1.33000000,1.34411672,1.30176656,1.30176656,1.30176656,SL_HIT,SL_HIT,-1.0000,-1.0614,downtrend,t,6,bearish,-0.6126,5.00,with,,reached_tp3,8.7839,97,6.1629,0.0000,2025-11-03 11:30:20.69603,127,0.01372241,,,,2.00,2.00,2.00,,
163,NEIROUSDT,15m,SHORT,pinbar_sell,0.00016830,0.00017029,0.00016433,0.00016433,0.00016433,SL_HIT,SL_HIT,-1.0000,-1.1824,downtrend,f,6,choppy,-0.6073,4.00,with,,reached_tp3,11.4070,173,6.6332,0.0000,2025-11-03 11:30:18.515429,51,0.00000195,,,,2.00,2.00,2.00,,
161,RUNEUSDT,15m,SHORT,pinbar_sell,0.80900000,0.81590489,0.79519022,0.79519022,0.79519022,SL_HIT,SL_HIT,-1.0000,-0.8535,downtrend,f,6,choppy,-0.1294,5.00,with,,reached_tp3,8.1102,182,3.6206,0.0000,2025-11-03 11:30:14.86175,42,0.00634964,,,,2.00,2.00,2.00,,
160,METUSDT,15m,SHORT,pinbar_sell,0.36070000,0.36528772,0.35152456,0.35152456,0.35152456,SL_HIT,SL_HIT,-1.0000,-1.2719,downtrend,f,7,choppy,-0.8157,6.00,with,,reached_tp3,5.3621,213,0.6539,-0.5449,2025-11-03 11:30:14.772236,56,0.00495906,,,,2.00,2.00,2.00,,
159,GALAUSDT,15m,SHORT,pinbar_sell,0.00951000,0.00961261,0.00930479,0.00930479,0.00930479,SL_HIT,SL_HIT,-1.0000,-1.0790,downtrend,f,7,choppy,-0.3445,3.00,with,,reached_tp3,11.9871,68,7.5041,0.0000,2025-11-03 11:30:13.785548,156,0.00010869,,,,2.00,2.00,2.00,,
