id,symbol,timeframe,direction,pattern_type,entry_price,sl_price,tp1_price,tp2_price,tp3_price,exit_type,status,pnl_r,pnl_percent,context_trend_before,context_was_reversal,context_swing_count_20,context_recent_direction,context_distance_from_ema,pattern_score,trend_alignment,clearance_15m,post_sl_outcome,post_sl_max_favorable_r,post_sl_time_to_tp_min,mfe_r,mae_r,signal_time,time_to_sl_min,atr_15m,free_path_r,clearance_1h,r_available,actual_rr_tp1,actual_rr_tp2,actual_rr_tp3,multi_tf_alignment,confluence_score
302,TRUMPUSDT,15m,SHORT,pinbar_sell,7.15800000,7.23038635,7.01322729,7.01322729,7.01322729,SL_HIT,SL_HIT,-1.0000,-1.0113,downtrend,t,10,bullish,0.0104,50.00,with,0.05300000,sideways,0.0000,,1.4229,-1.3124,2025-11-04 05:15:18.247202,60,0.06462118,,0.00000000,,2.00,2.00,2.00,f,
297,TRUMPUSDT,15m,SHORT,pinbar_sell,7.14200000,7.19630211,7.03339578,7.03339578,7.03339578,SL_HIT,SL_HIT,-1.0000,-0.7603,downtrend,f,10,choppy,-0.4166,65.00,with,0.02700000,reached_tp3,2.2467,20,0.6814,-1.1970,2025-11-04 03:30:13.984058,99,0.07434037,,0.00000000,,2.00,2.00,2.00,f,
294,4USDT,15m,SHORT,fakey_sell,0.05346000,0.05617325,0.04857615,0.04857615,0.04857615,SL_HIT,SL_HIT,-1.0000,-5.0753,downtrend,f,11,bearish,-3.8154,4.00,with,,sideways,1.7580,,0.0000,-1.9202,2025-11-04 01:30:15.904963,32,0.00174417,,,,1.80,1.80,1.80,,
289,YBUSDT,15m,SHORT,pinbar_sell,0.51680000,0.52645219,0.49749562,0.49749562,0.49749562,SL_HIT,SL_HIT,-1.0000,-1.8677,downtrend,f,9,choppy,-1.0661,4.00,with,,reached_tp3,2.5383,59,1.0153,-0.7667,2025-11-03 23:00:27.08492,330,0.00984063,,,,2.00,2.00,2.00,,
288,OMUSDT,15m,SHORT,pinbar_sell,0.09330000,0.09469865,0.09050270,0.09050270,0.09050270,SL_HIT,SL_HIT,-1.0000,-1.4991,downtrend,f,9,choppy,-0.2263,4.00,with,,sideways,0.0000,,0.0000,-2.2879,2025-11-03 23:00:26.653765,95,0.00116216,,,,2.00,2.00,2.00,,
287,VANAUSDT,15m,SHORT,pinbar_sell,2.69000000,2.73076150,2.60847701,2.60847701,2.60847701,SL_HIT,SL_HIT,-1.0000,-1.5153,downtrend,f,8,choppy,-1.2115,4.00,with,,sideways,0.0000,,0.0000,-1.4474,2025-11-03 23:00:24.708607,99,0.03253832,,,,2.00,2.00,2.00,,
286,OPUSDT,15m,SHORT,pinbar_sell,0.34870000,0.35364840,0.33880320,0.33880320,0.33880320,SL_HIT,SL_HIT,-1.0000,-1.4191,downtrend,f,8,choppy,-1.0749,4.00,with,,sideways,0.1415,,0.0000,-2.2836,2025-11-03 23:00:24.678603,33,0.00449467,,,,2.00,2.00,2.00,,
285,MIRAUSDT,15m,SHORT,pinbar_sell,0.21770000,0.22039554,0.21230893,0.21230893,0.21230893,SL_HIT,SL_HIT,-1.0000,-1.2382,downtrend,f,9,choppy,-0.5277,3.00,with,,sideways,0.5565,,0.0371,-1.6694,2025-11-03 23:00:17.965611,96,0.00265179,,,,2.00,2.00,2.00,,
284,GALAUSDT,15m,SHORT,pinbar_sell,0.00875000,0.00887540,0.00849921,0.00849921,0.00849921,SL_HIT,SL_HIT,-1.0000,-1.4331,downtrend,f,9,choppy,-0.7894,4.00,with,,sideways,0.0000,,0.0000,-2.3126,2025-11-03 23:00:17.500317,93,0.00011799,,,,2.00,2.00,2.00,,
283,THETAUSDT,15m,SHORT,pinbar_sell,0.42040000,0.42385473,0.41349055,0.41349055,0.41349055,SL_HIT,SL_HIT,-1.0000,-0.8218,downtrend,f,10,choppy,-0.4284,3.00,with,0.02210000,sideways,0.5210,,0.0000,-3.0104,2025-11-03 23:00:17.003508,40,0.00451575,,,,2.00,2.00,2.00,,
282,MUBARAKUSDT,15m,SHORT,pinbar_sell,0.01642000,0.01670437,0.01585125,0.01585125,0.01585125,SL_HIT,SL_HIT,-1.0000,-1.7319,downtrend,f,8,choppy,-0.7039,4.00,with,0.00274000,sideways,0.0000,,0.0000,-2.3561,2025-11-03 23:00:13.509607,40,0.00024792,,,,2.00,2.00,2.00,,
281,BERAUSDT,15m,SHORT,pinbar_sell,1.58000000,1.59946492,1.54107016,1.54107016,1.54107016,SL_HIT,SL_HIT,-1.0000,-1.2320,downtrend,f,11,choppy,-0.4305,5.00,with,0.07900000,sideways,0.0000,,0.0000,-4.1613,2025-11-03 23:00:13.482645,75,0.01821639,,,,2.00,2.00,2.00,,
280,SHELLUSDT,15m,SHORT,pinbar_sell,0.10240000,0.10388819,0.09942361,0.09942361,0.09942361,SL_HIT,SL_HIT,-1.0000,-1.4533,downtrend,t,11,bullish,-0.3576,4.00,with,0.00240000,sideways,0.0000,,0.0000,-3.0238,2025-11-03 23:00:13.47914,60,0.00162732,,,,2.00,2.00,2.00,,
